"id";"artista";"musica";"generos";"genero_principal";"album";"key";"duracao";"popularidade";"acustico";"discurso";"vivacidade";"instrumentalidade";"energia";"tempo";"time_signature";"sonoridade";"dancabilidade";"valencia"
"4yTeQK2XThWYeEW8D72XmU";"Avicii";"Dear Boy";"dance pop, edm, pop, pop dance, pop rap";"Pop";"True";"A";479333;51;0,000276;0,112;0,3;0,1;0,581;124,995;4;-5,911;0,686;0,253
"3cU2wBxuV6nFiuf6PJZNlC";"Meghan Trainor";"Dear Future Husband";"dance pop, hip pop, pop";"Pop";"Title (Deluxe)";"Cs";184226;72;0,375;0,185;0,317;0;0,782;79,427;4;-4,789;0,655;0,832
"5lw1xIqEvmVdmnNzmv1KJf";"Agust D";"Dear my friend (feat. Kim Jong Wan of NELL)";"k-rap";"Rap";"D-2";"C";292078;53;0,0181;0,0638;0,0571;8,54e-06;0,735;148,025;4;-6,344;0,561;0,27
"3QF5RsWzK1lCvf2o2cY65P";"Taylor Swift";"Dear Reader";"pop";"Pop";"Midnights (3am Edition)";"C";225194;71;0,481;0,0705;0,117;0,00145;0,388;107,747;4;-12,088;0,562;0,159
"3Kd6Wp3lG5HXMB2dlvuy7y";"Trippie Redd";"Death";"melodic rap, rap, trap";"Rap";"A Love Letter To You 4";"As";172195;61;0,0579;0,146;0,149;0;0,82;164,005;4;-5,969;0,802;0,613
"7eJMfftS33KTjuF7lTsMCx";"Powfu";"death bed (coffee for your head)";"lo-fi chill, sad lo-fi, sad rap";"Rap";"death bed (coffee for your head)";"Gs";173333;79;0,731;0,135;0,696;0;0,431;144,026;4;-8,765;0,726;0,348
"2dgFqt3w9xIQRjhPtwNk3D";"Taylor Swift";"Death By A Thousand Cuts";"pop";"Pop";"Lover";"E";198533;70;0,454;0,0629;0,319;0;0,732;94,071;4;-6,754;0,712;0,313
"1BECwm5qkaBwlbfo4kpYx8";"Panic! At The Disco";"Death of a Bachelor";"modern rock";"Rock";"Death of a Bachelor";"C";203506;66;0,0137;0,059;0,429;0;0,538;139,256;4;-5,527;0,462;0,405
"7zrhy9OhtcO7MdIvbbJiOa";"Ariana Grande";"December";"dance pop, pop";"Pop";"Christmas & Chill";"B";116266;56;0,492;0,0843;0,221;0;0,396;89,941;4;-11,247;0,71;0,63
"7qqPnzVQILmJeldy9smPLj";"PNL";"Déconnecté";"french hip hop, pop urbaine";"Pop";"Deux frères";"F";316948;52;0,307;0,16;0,113;1,01e-05;0,606;104,887;4;-8,409;0,493;0,233
"0Y7di9ZCmB6Elad5WISaPc";"Lil Wayne";"Dedicate";"hip hop, new orleans rap, pop rap, rap, trap";"Pop";"Tha Carter V";"D";189908;56;0,033;0,309;0,716;0;0,662;117,975;4;-6,162;0,879;0,724
"6fIjnWrv46njJHLDAY2JdC";"Nipsey Hussle";"Dedication (feat. Kendrick Lamar)";"conscious hip hop, gangster rap, hip hop, pop rap, rap, southern hip hop, trap";"Pop";"Victory Lap";"Gs";245813;55;0,431;0,438;0,226;0;0,734;93,995;4;-5,448;0,512;0,168
"6HlE9t71z9DjGi7KqSyEpA";"Fousheé";"Deep End";"alternative r&b, indie r&b";"RB";"Deep End";"E";141223;63;0,758;0,23;0,156;0;0,592;124,749;4;-7,136;0,711;0,535
"16QjPRt5HYK0dnLGmGRCvf";"Lil Baby";"Deep End (Lil Baby & Gunna)";"atl hip hop, atl trap, rap, trap";"HipHop";"Drip Harder";"B";174661;49;0,257;0,515;0,0981;0;0,535;150,055;4;-8,197;0,658;0,395
"4zTPYAf5scZdp0LnwPPeWK";"Sleepy Hallow";"Deep End Freestyle";"brooklyn drill, nyc rap";"Rap";"Deep End Freestyle";"E";115200;59;0,703;0,44;0,102;0;0,479;133,858;4;-6,687;0,876;0,776
"3IvMYBE7A3c7to1aEcfFJk";"Drake";"Deep Pockets";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Dark Lane Demo Tapes";"G";222928;53;0,482;0,163;0,605;0;0,824;77,888;4;-3,68;0,473;0,374
"2CDcXWYWilHTXrsOXJza8n";"Big Sean";"Deep Reverence (feat. Nipsey Hussle)";"detroit hip hop, hip hop, pop, pop rap, rap, southern hip hop, trap";"Pop";"Detroit 2";"A";231351;52;0,138;0,31;0,379;0;0,848;91,879;4;-4,839;0,631;0,265
"4FnAEvbT3mjxpkUKpGwXYM";"Muse";"Defector";"modern rock, permanent wave, rock";"Rock";"Drones";"D";273004;44;0,000114;0,0396;0,713;0,00104;0,878;76,996;4;-3,917;0,419;0,397
"113PlnpZbHd3WIqeYjhZWv";"Daddy Yankee";"Definitivamente";"latin hip hop, reggaeton, urbano latino";"HipHop";"Definitivamente";"Gs";217773;57;0,586;0,105;0,253;0;0,764;100,047;4;-3,39;0,813;0,429
"1uwPEGzopXl9KawQR1JGXq";"Alejandro Sanz";"Deja Que Te Bese";"cantautor, latin arena pop, latin pop, mexican pop, rock en espanol, spanish pop";"Rock";"Deja Que Te Bese";"Cs";244353;64;0,134;0,0582;0,111;0;0,908;104,888;4;-2,903;0,707;0,546
"6HU7h9RYOaPRFeh0R3UeAr";"Olivia Rodrigo";"deja vu";"pop";"Pop";"SOUR";"D";215506;81;0,584;0,112;0,37;5,7e-06;0,612;180,917;4;-7,222;0,442;0,178
"6I6NX6tjGsxFAsIfGzY9lJ";"J. Cole";"Deja Vu";"conscious hip hop, hip hop, north carolina hip hop, rap";"HipHop";"4 Your Eyez Only";"A";264746;68;0,352;0,412;0,187;0,000218;0,421;174,063;4;-11,378;0,657;0,181
"0H8XeaJunhvpBdBFIYi6Sh";"Post Malone";"Deja Vu";"dfw rap, melodic rap, rap";"Rap";"Stoney (Deluxe)";"G";234213;65;0,0931;0,0493;0,131;0;0,69;133,935;4;-6,508;0,62;0,331
"5clmffOxeckeJ2e3GMy6UZ";"Prince Royce";"Deja vu";"bachata, latin hip hop";"HipHop";"El Dorado";"A";196466;54;0,532;0,0325;0,333;0;0,785;123,977;4;-3,621;0,785;0,9
"60XMmxciP1qewvkcD16qKQ";"Katy Perry";"Déjà Vu";"dance pop, pop";"Pop";"Witness (Deluxe)";"A";197840;41;0,318;0,064;0,094;0,00081;0,607;120,061;4;-6,895;0,636;0,165
"1j6xOGusnyXq3l6IryKF3G";"Piso 21";"Déjala Que Vuelva (feat. Manuel Turizo)";"colombian pop, latin pop, reggaeton, reggaeton colombiano, urbano latino";"Pop";"Ubuntu";"Cs";220116;70;0,0482;0,0785;0,0753;0;0,788;170,019;4;-4,323;0,681;0,839
"4hXAdUl4nAnSPc9thzP2E2";"Juan Magán";"Déjate Llevar";"electro latino, latin pop, reggaeton, urbano latino";"Pop";"Déjate Llevar";"G";233071;47;0,0193;0,0797;0,712;0;0,723;92,053;4;-5,539;0,677;0,537
"5cpJFiNwYyWwFLH0V6B3N8";"Ozuna";"Del Mar";"puerto rican pop, reggaeton, trap latino, urbano latino";"Pop";"ENOC";"Fs";214506;69;0,0224;0,0369;0,166;0,000143;0,636;109,976;4;-5,585;0,759;0,536
"6NFyWDv5CjfwuzoCkw47Xf";"Taylor Swift";"Delicate";"pop";"Pop";"reputation";"A";232253;75;0,216;0,0682;0,0911;0,000357;0,404;95,045;4;-10,178;0,75;0,0499
"12HB8AmFTovKrFcGG36KbL";"Florence + The Machine";"Delilah";"baroque pop, pop, uk alternative pop";"Pop";"How Big, How Blue, How Beautiful (Deluxe)";"A";293468;51;0,096;0,0621;0,112;0;0,87;169,946;4;-3,821;0,426;0,414
"2EzRdhuoPyNJDlep7lnNf2";"Danny Ocean";"Dembow";"pop venezolano, reggaeton, urbano latino";"Pop";"Dembow";"Fs";215082;67;0,0807;0,078;0,0917;0;0,744;99,983;4;-5,968;0,802;0,45
"0j1VxrPkMyFGvz0jZzxUoZ";"Yandel";"Dembow 2020";"latin hip hop, reggaeton, urbano latino";"HipHop";"Quien Contra Mi 2";"Gs";168051;53;0,122;0,0836;0,161;3,99e-06;0,811;92,953;4;-4,31;0,786;0,731
"1kaxyXcAi5ZHF3Q94QXsHK";"Lil Wayne";"Demon";"hip hop, new orleans rap, pop rap, rap, trap";"Pop";"Tha Carter V";"E";214313;48;0,275;0,171;0,13;0;0,615;140,036;4;-5,346;0,754;0,349
"5MAnH0CFbD13INQBsnKI9y";"Lil Uzi Vert";"Demon High";"melodic rap, philly rap, rap, trap";"Rap";"Demon High";"F";197417;53;0,355;0,179;0,419;0;0,543;150,066;4;-10,672;0,75;0,652
"1hE8iI3YK9x1VUBDtSzg3x";"Trippie Redd";"Demon Time (feat. Ski Mask The Slump God)";"melodic rap, rap, trap";"Rap";"Trip At Knight (Complete Edition)";"B";159452;64;0,0182;0,248;0,233;0;0,684;146,084;4;-5,16;0,718;0,856
"6jawrhd9Ad5td8mIvEZkjm";"Capo Plaza";"Demonio (feat. Sfera Ebbasta)";"italian hip hop, trap italiana";"HipHop";"PLAZA";"Cs";190666;49;0,102;0,299;0,0631;0;0,661;98,361;4;-5,925;0,727;0,319
"5qaEfEh1AtSdrdrByCP7qR";"Imagine Dragons";"Demons";"modern rock, rock";"Rock";"Night Visions";"Ds";177506;80;0,19;0,0321;0,269;0,00025;0,71;89,938;4;-3,015;0,505;0,428
"3gAEAmxdP1GIjgQ3Zud2mE";"Angèle";"Démons";"belgian pop, variete francaise";"Pop";"Nonante-Cinq";"Gs";251670;61;0,482;0,0433;0,189;2,08e-06;0,643;82,516;4;-6,661;0,657;0,394
"05aZ9sAU1YXndHv0FMi9iW";"Drake";"Demons (feat. Fivio Foreign & Sosa Geek)";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Dark Lane Demo Tapes";"C";204805;57;0,423;0,343;0,155;0;0,766;106,869;3;-3,387;0,543;0,729
"3L19besdNQzd342qL78xqm";"A Boogie Wit da Hoodie";"Demons and Angels (feat. Juice WRLD)";"melodic rap, rap, trap";"Rap";"Hoodie SZN";"D";214592;66;0,0114;0,17;0,107;5,69e-06;0,55;76,503;4;-7,46;0,81;0,183
"06GhyyKkQrMO73qVArgQVH";"Juice WRLD";"Demonz (feat. Brent Faiyaz) - Interlude";"chicago rap, melodic rap";"Rap";"Death Race For Love (Bonus Track Version)";"Fs";95266;63;0,268;0,0605;0,127;0,279;0,309;169,542;1;-11,389;0,499;0,18
"6Ulh9GPYz6JKdv04qc3q2U";"João Gomes";"Dengo";"arrocha";"Arrocha";"Digo Ou Não Digo";"A";153958;73;0,382;0,0346;0,251;1,87e-05;0,918;143,943;4;-4,112;0,646;0,87
"0sTEUNuhl7f77EqolDIPh7";"Dj Guuga";"Depende";"arrocha, arrochadeira, funk carioca, funk paulista, rave funk";"Funk";"Depende";"D";156922;64;0,122;0,0641;0,0755;0;0,91;130,016;4;-1,866;0,887;0,825
"2H3wWrnO758y0fPH7Ilerg";"XXXTENTACION";"Depression & Obsession";"emo rap, miami hip hop";"HipHop";"17";"B";144733;67;0,585;0,035;0,102;0,015;0,156;105,95;4;-10,7;0,769;0,527
"2M39v73rNJmAXUXIW0oagP";"Capital Bra";"Der Bratan bleibt der gleiche";"german hip hop";"HipHop";"Der Bratan bleibt der gleiche";"C";192147;44;0,126;0,372;0,569;0;0,704;96,015;4;-4,147;0,612;0,672
"5cW8MYnf2grO3q6n6U1ByF";"Reynmen";"Derdim Olsun";"turkish hip hop, turkish trap pop";"Pop";"Derdim Olsun";"Cs";195483;50;0,548;0,0577;0,127;0;0,581;123,982;4;-7,541;0,629;0,388
"4zGtfOglDBfVUypabBwIjQ";"ZAAC";"Desce Pro Play (PA PA PA)";"funk carioca, funk pop";"Pop";"Desce Pro Play (PA PA PA)";"B";168507;58;0,0769;0,158;0,173;1,92e-06;0,71;100,009;4;-5,085;0,935;0,635
"0aTiUssEOy0Mt69bsavj6K";"TOOL";"Descending";"alternative metal, alternative rock, art rock, nu metal, progressive metal, progressive rock, rock";"Rock";"Fear Inoculum";"As";817832;52;0,00219;0,0495;0,107;0,769;0,611;172,606;1;-9,571;0,33;0,241
"56f5qnyAlZdlz8wrUDA50h";"Mau y Ricky";"Desconocidos";"latin pop, pop venezolano, reggaeton, urbano latino";"Pop";"Para Aventuras y Curiosidades";"G";204563;70;0,118;0,179;0,212;4,21e-06;0,753;174,107;4;-4,891;0,719;0,675
"1pWYnQIlqxTh5bxuPmTG4E";"Thalia";"Desde Esa Noche (feat. Maluma)";"dance pop, latin pop, mexican pop";"Pop";"Latina";"B";227693;62;0,171;0,0532;0,0677;0;0,929;95,012;4;-0,739;0,78;0,837
"4SIBZgMomGFnrIWjmq7Np8";"L7NNON";"Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho)";"funk carioca, funk rj, pop rap brasileiro";"Pop";"Desenrola Bate Joga de Ladin (feat. DJ Biel do Furduncinho)";"Fs";115846;65;0,275;0,409;0,142;0;0,673;129,967;4;-6,298;0,93;0,95
"5NU40QTlXrDUJzDBdv79bg";"Justin Bieber";"Deserve You";"canadian pop, pop";"Pop";"Justice";"G";187238;62;0,0314;0,0771;0,112;0;0,633;89,934;4;-7,831;0,677;0,409
"6ZOcbKub95XSDESsKKuH41";"Rauw Alejandro";"Desesperados";"puerto rican pop, trap latino, urbano latino";"Pop";"Desesperados";"Cs";224996;76;0,356;0,0783;0,0878;0,00125;0,694;90,02;4;-3,35;0,869;0,511
"1LXbv9jiTtdBdHadZ317Gt";"Lil Pump";"Designer";"emo rap, miami hip hop, rap, trap, vapor trap, viral rap";"HipHop";"Designer";"Fs";144560;40;0,205;0,344;0,248;0;0,484;160,052;4;-9,159;0,864;0,534
"0C3gyphZJY83XplEHz30m0";"Juice WRLD";"Desire";"chicago rap, melodic rap";"Rap";"Death Race For Love (Bonus Track Version)";"Cs";189812;59;0,106;0,0484;0,107;0;0,768;148,007;4;-4,713;0,598;0,206
"20ouJW3BTG6aFAugslihCw";"Years & Years";"Desire";"dance pop, edm, electropop, gauze pop, pop, pop dance, tropical house";"Pop";"Communion (Deluxe)";"As";206773;51;0,223;0,0443;0,334;0;0,792;126,002;4;-4,157;0,685;0,736
"7eYAHC0RbBF9eaqWzT34Aq";"Drake";"Desires (with Future)";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"Dark Lane Demo Tapes";"F";237945;61;0,281;0,116;0,325;0;0,506;145,074;4;-7,706;0,812;0,554
"59oWfn33izZh6jJAALY2PG";"MERO";"Désolé";"german hip hop";"HipHop";"Seele";"D";197173;45;0,262;0,229;0,163;0;0,625;90,017;4;-6,748;0,763;0,584
"6rPO02ozF3bM7NnOV4h6s2";"Luis Fonsi";"Despacito - Remix";"latin pop, puerto rican pop";"Pop";"Despacito Feat. Justin Bieber (Remix)";"D";228826;68;0,228;0,167;0,0967;0;0,816;178,085;4;-4,353;0,653;0,816
"7CUYHcu0RnbOnMz4RuN07w";"Luis Fonsi";"Despacito (Featuring Daddy Yankee)";"latin pop, puerto rican pop";"Pop";"Despacito (Featuring Daddy Yankee)";"D";228200;56;0,208;0,148;0,123;0;0,802;177,936;4;-4,79;0,659;0,863
"5ildQOEKmJuWGl2vRkFdYc";"ROSALÍA";"DESPECHÁ";"r&b en espanol";"RB";"DESPECHÁ";"G";157017;84;0,184;0,0992;0,0609;1,63e-05;0,623;130,037;4;-6,521;0,919;0,775
"4CD623yLJVvKJxUyzaTqtC";"ROSALÍA";"DESPECHÁ RMX";"r&b en espanol";"RB";"DESPECHÁ RMX";"A";170827;74;0,235;0,0727;0,0572;1,26e-06;0,582;130,008;4;-5,744;0,954;0,884
"0JAZWvvqttGFm4UMDsPQXC";"Ozuna";"Despeinada";"puerto rican pop, reggaeton, trap latino, urbano latino";"Pop";"ENOC";"Gs";224186;66;0,186;0,0614;0,123;0,000542;0,775;166,039;4;-3,855;0,734;0,72
"4mCf3vQf7z0Yseo0RxAi3V";"Rihanna";"Desperado";"barbadian pop, dance pop, pop, urban contemporary";"Pop";"ANTI (Deluxe)";"C";186466;68;0,323;0,0439;0,102;0;0,61;94,384;3;-5,221;0,685;0,323
"1dm6z1fWB0cErMszU25dy2";"Bad Bunny";"Después de la Playa";"reggaeton, trap latino, urbano latino";"Reggaeton";"Un Verano Sin Ti";"F";230400;79;0,356;0,307;0,175;0;0,903;78,293;4;-3,221;0,564;0,607
"3mg29Lwvo673TkDhE3kB9W";"Dawin";"Dessert";"nyc pop";"Pop";"Dessert";"Fs";210983;55;0,0799;0,0397;0,0504;1,22e-06;0,679;97,012;4;-6,941;0,868;0,75
"7fSM2taFBEB1WNZl8AOIoo";"Lil Baby";"Detox";"atl hip hop, atl trap, rap, trap";"HipHop";"Detox";"Cs";161636;67;0,027;0,334;0,116;0;0,503;147,031;4;-7,021;0,845;0,416
"0HiOQzcBkMLj2t5m3ghcbm";"MC G15";"Deu Onda";"funk carioca, funk mtg, funk ostentacao, funk paulista";"Funk";"Deu Onda";"Gs";143800;53;0,511;0,0606;0,0466;0;0,62;129,984;4;-1,885;0,938;0,845
"2bPGTMB5sFfFYQ2YvSmup0";"Rammstein";"Deutschland";"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte";"Rock";"Rammstein";"G";322339;72;5,54e-05;0,0442;0,0985;0,349;0,895;120,117;4;-5,242;0,521;0,237
"6hzi3AGB39FjxFqcjgbWs7";"PNL";"Deux frères";"french hip hop, pop urbaine";"Pop";"Deux frères";"G";247459;68;0,143;0,0498;0,0944;0,00224;0,659;112,019;4;-7,063;0,794;0,308
"6vw0mOQ5vm3C5RPm7Rvl2w";"Damso";"DEUX TOILES DE MER";"belgian hip hop, french hip hop, pop urbaine, rap belge, rap conscient";"Pop";"QALF infinity";"Gs";315640;60;0,582;0,128;0,112;7,43e-05;0,39;104,106;4;-9,726;0,521;0,157
"64SysOXS0vxe5JlTNzZnD4";"Gentleman";"Devam";"cologne hip hop, german hip hop, german reggae, reggae fusion";"HipHop";"Blaue Stunde";"Cs";166412;30;0,286;0,209;0,199;0;0,514;134,829;4;-5,859;0,762;0,533
"4PnNzWe1LJoAMD5j5RHpI0";"Joey Bada$$";"DEVASTATED";"conscious hip hop, hip hop, rap, underground hip hop";"HipHop";"ALL-AMERIKKKAN BADA$$";"As";207058;65;0,0634;0,0682;0,254;0;0,628;123,004;4;-6,164;0,812;0,485
"6Q9NH5cNBY58nJkp5Jbs9j";"Manu Gavassi";"Deve ser horrível dormir sem mim";"funk carioca, pop, pop nacional, post-teen pop";"Pop";"Deve ser horrível dormir sem mim";"Cs";155052;56;0,0134;0,146;0,115;1,03e-05;0,722;126,739;5;-6,571;0,698;0,753
"53H3sGmqiXWO4MwuZAJfyn";"TOMORROW X TOGETHER";"Devil by the Window";"k-pop, k-pop boy group";"Pop";"The Name Chapter: TEMPTATION";"Fs";186471;76;0,0592;0,0984;0,116;6,6e-06;0,596;133,995;4;-5,799;0,536;0,643
"7MiZjKawmXTsTNePyTfPyL";"Hippie Sabotage";"Devil Eyes";"edm, electronic trap";"Rap";"Providence";"Cs";131271;74;0,702;0,189;0,315;0,405;0,396;99,112;5;-8,621;0,391;0,199
"5uvucCRBTkxv7VxIDLOqe7";"Ozuna";"Devuelveme";"puerto rican pop, reggaeton, trap latino, urbano latino";"Pop";"Aura";"B";188906;62;0,554;0,156;0,102;6,96e-06;0,769;175,999;4;-4,112;0,744;0,784
"2INhKpUdzh7v0j041gZNsz";"Frank Ocean";"DHL";"hip hop, lgbtq+ hip hop, neo soul, pop";"Pop";"DHL";"E";268893;60;0,582;0,167;0,128;0,173;0,458;122,981;4;-10,223;0,819;0,232
"4QlMiL1BPCBzLfn1XbSkpg";"ROSALÍA";"DIABLO";"r&b en espanol";"RB";"MOTOMAMI";"C";165520;59;0,819;0,351;0,0661;0,000165;0,277;88,019;4;-8,823;0,753;0,328
"1UZs9dauJnxrqYxMIzxnwC";"Rammstein";"Diamant";"alternative metal, german metal, industrial, industrial metal, industrial rock, neue deutsche harte";"Rock";"Rammstein";"C";154298;53;0,813;0,0375;0,102;2,37e-05;0,272;140,506;4;-11,841;0,347;0,122
"4J4zx8xGJpuGndrVc06KaT";"Alan Walker";"Diamond Heart";"electro house";"Electro";"Diamond Heart";"C";239834;55;0,129;0,0438;0,631;0;0,638;89,98;4;-6,145;0,499;0,253
"45CPhDilfgK14IE7LbNvPh";"Lady Gaga";"Diamond Heart";"art pop, dance pop, pop";"Pop";"Joanne (Deluxe)";"Ds";210426;51;0,0585;0,0632;0,131;2,73e-06;0,632;127,754;4;-5,427;0,662;0,402
"1hJIbOjWpid6LtnozHmzRS";"Sam Smith";"Diamonds";"pop, uk pop";"Pop";"Love Goes";"As";213869;64;0,161;0,0494;0,108;0;0,666;104,02;4;-6,773;0,637;0,529
"6O20JhBJPePEkBdrB5sqRx";"Rihanna";"Diamonds";"barbadian pop, dance pop, pop, urban contemporary";"Pop";"Unapologetic (Deluxe)";"B";225146;73;0,00125;0,0461;0,109;0;0,71;91,972;4;-4,92;0,564;0,393
"2nPJnablplDgVVgSDF9BAs";"Summer Cem";"Diamonds (feat. Capital Bra)";"german hip hop";"HipHop";"Nur Noch Nice";"E";197013;53;0,0887;0,272;0,07;0;0,495;154,794;4;-8,685;0,763;0,347
"0PQsrLxPbOBBwwmXCnGvcF";"Megan Thee Stallion";"Diamonds (with Normani)";"dance pop, houston rap, pop, rap, trap queen";"Pop";"Diamonds (with Normani)";"Cs";199301;47;0,188;0,0873;0,265;1,01e-06;0,753;94,012;4;-3,841;0,785;0,488
"2AGottAzfC8bHzF7kEJ3Wa";"Drake";"Diamonds Dancing";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"What A Time To Be Alive";"Cs";314631;57;0,125;0,0467;0,111;3,74e-05;0,358;136,036;4;-10,847;0,51;0,171
"7uZqvqXzzYMKrexKxdcGmd";"Young Stoner Life";"Diamonds Dancing (feat. Travis Scott)";"hip hop, rap, southern hip hop, trap";"HipHop";"Slime Language 2";"E";242600;56;0,00949;0,303;0,0895;2,57e-05;0,703;74,017;4;-7,351;0,851;0,596
"4yoc5cUWk4OFvqOcvFvw0o";"Anuel AA";"Dictadura";"reggaeton, reggaeton flow, trap boricua, trap latino, urbano latino";"Reggaeton";"Dictadura";"Cs";208007;51;0,169;0,0825;0,114;1,84e-05;0,708;94,974;4;-4,651;0,822;0,456
"4guBZjUyrGoHsTahO3IHdj";"Lil Tecca";"Did It Again";"melodic rap, pluggnb, rap, trap, viral rap";"Rap";"We Love You Tecca";"As";116240;70;0,185;0,191;0,114;0;0,561;148,775;4;-9,929;0,686;0,186
"5U1OEoEW4xnalSAToamwZL";"Lana Del Rey";"Did you know that there's a tunnel under Ocean Blvd";"art pop, pop";"Pop";"Did you know that there's a tunnel under Ocean Blvd";"C";285050;74;0,794;0,0311;0,12;0,0108;0,34;119,877;4;-9,384;0,431;0,0529
"6DXEZzM4wBa3EOl0NCNSvz";"J Hus";"Did You See";"afroswing, grime, uk hip hop";"HipHop";"Common Sense";"B";181413;63;0,387;0,394;0,17;0;0,579;104,757;4;-6,787;0,579;0,842
"6ikDZX0oc8EKGj2vdMAEDv";"OneRepublic";"Didn't I";"piano rock, pop";"Rock";"Didn't I";"E";207616;54;0,0182;0,0306;0,125;0;0,613;123,943;4;-6,758;0,606;0,258
"6uTb5oNK9RkTjxmh73W7MG";"Thomas Rhett";"Die A Happy Man";"contemporary country, country, country road";"Country";"Tangled Up";"D";227426;59;0,418;0,0349;0,116;1,39e-06;0,389;166,052;4;-9,245;0,595;0,4
"21szgNA72iLwvBxHQLgwBh";"Nessa Barrett";"die first";"alt z, pop, social media pop";"Pop";"die first";"Gs";177108;68;0,0669;0,125;0,124;0;0,669;183,441;4;-6,727;0,444;0,44
"2C6WXnmZ66tHhHlnvwePiK";"Post Malone";"Die For Me (feat. Future & Halsey)";"dfw rap, melodic rap, rap";"Rap";"Hollywood's Bleeding";"C";245266;66;0,19;0,0441;0,211;0;0,66;145,01;4;-2,848;0,614;0,452
"2Ch7LmS7r2Gy2kc64wv3Bz";"The Weeknd";"Die For You";"canadian contemporary r&b, canadian pop, pop";"Pop";"Starboy";"Cs";260253;85;0,111;0,0627;0,134;0;0,525;133,249;4;-7,163;0,582;0,51
"26hOm7dTtBi0TdpDGl141t";"Joji";"Die For You";"viral pop";"Pop";"SMITHEREENS";"Gs";211666;83;0,383;0,051;0,289;0,127;0,518;147,805;4;-7,379;0,472;0,154
"7aely3H8kMj9o0gt6vXHE1";"Justin Bieber";"Die For You (feat. Dominic Fike)";"canadian pop, pop";"Pop";"Justice";"Cs";198425;59;0,00196;0,0318;0,0847;1,94e-06;0,629;135,031;4;-6,629;0,728;0,71
"2g6tReTlM2Akp41g0HaeXN";"Kendrick Lamar";"Die Hard";"conscious hip hop, hip hop, rap, west coast rap";"HipHop";"Mr. Morale & The Big Steppers";"Cs";239026;76;0,319;0,247;0,127;0,00116;0,736;100,988;4;-8,072;0,775;0,362
"28ZGbkz2MDnpvHhSRQw4f1";"Machine Gun Kelly";"die in california (feat. Gunna, Young Thug & Landon Barker)";"ohio hip hop, pop, pop rap";"Pop";"mainstream sellout";"D";207007;57;0,238;0,0572;0,088;4,14e-06;0,606;98,948;4;-7,495;0,765;0,197
"6wuGK7wlZFjX2NYmParJwl";"Young Thug";"Die Slow (with Strick)";"atl hip hop, atl trap, gangster rap, hip hop, melodic rap, pop rap, rap, southern hip hop, trap";"Pop";"Punk";"As";237572;46;0,799;0,0453;0,106;0,000385;0,211;80,688;4;-14,575;0,558;0,159
"6EbVuwU7EnKeF2hdpViXCH";"Sleepy Hallow";"Die Young (feat. 347aidan)";"brooklyn drill, nyc rap";"Rap";"Die Young (feat. 347aidan)";"B";148816;75;0,827;0,338;0,111;0;0,582;77,471;4;-6,26;0,808;0,675
"2gT72HL4Y84K2Mle3miAMJ";"Bring Me The Horizon";"DiE4u";"melodic metalcore, metalcore, rock, uk metalcore";"Rock";"DiE4u";"G";207141;64;0,00234;0,356;0,262;0,000313;0,919;159,922;4;-3,771;0,355;0,259
"5itzep0nGnq7hxCfFNsTIR";"XXXTENTACION";"difference (interlude)";"emo rap, miami hip hop";"HipHop";"SKINS";"B";76973;63;0,949;0,0722;0,194;1,31e-05;0,0668;102,456;4;-15,268;0,593;0,19
"3thLnNvO9IctWoccbsZyJV";"Future";"Different (feat. Yung Bans)";"atl hip hop, rap, southern hip hop, trap";"HipHop";"Future & Juice WRLD Present... WRLD ON DRUGS";"Gs";151013;52;0,098;0,459;0,115;0;0,516;77,058;4;-10,512;0,456;0,684
"0RILico3Gbl5jxSNg3zLrJ";"Muse";"Dig Down";"modern rock, permanent wave, rock";"Rock";"Simulation Theory (Super Deluxe)";"C";228146;52;0,0879;0,049;0,168;0,00041;0,429;127,173;4;-6,06;0,428;0,182
"0GR7iJLhj80KD5LkA14ZRn";"Drake";"Digital Dash";"canadian hip hop, canadian pop, hip hop, rap, toronto rap";"Pop";"What A Time To Be Alive";"D";231231;58;0,00296;0,12;0,226;4,72e-06;0,546;140,032;4;-7,566;0,881;0,276
"6qP73DRFGojLuIk1siIhNE";"The Rudeboyz";"Dile la Verdad";"trap brasileiro";"Rap";"Dile la Verdad";"G";219029;49;0,292;0,141;0,0574;1,16e-05;0,701;103;4;-3,504;0,886;0,823
"5u5MvmVtitax9R1Mxh3reC";"Ozuna";"Dile Que Tu Me Quieres";"puerto rican pop, reggaeton, trap latino, urbano latino";"Pop";"Odisea";"Cs";226520;69;0,0864;0,0526;0,0727;3,73e-06;0,757;88,006;4;-4,959;0,773;0,858
"3kG1jgWIDmjJkXhOiOmioO";"Bad Bunny";"Dime Si Te Acuerdas";"reggaeton, trap latino, urbano latino";"Reggaeton";"Dime Si Te Acuerdas";"Cs";187272;67;0,486;0,0623;0,163;0;0,595;131,96;4;-9,082;0,74;0,316
